review_score,payment_value,deliver_time
1,129.2,5.0
4,204.28,18.0
5,187.94,28.0
2,205.54,30.0
4,80.13,5.0
5,55.84,3.0
1,918.31,48.0
5,132.33,2.0
5,172.44,12.0
5,135.3,14.0
3,166.67,11.0
5,173.82,21.0
5,323.68,10.0
5,99.9,9.0
5,47.43,2.0
3,64.59,13.0
4,48.13,8.0
5,73.47,24.0
3,327.28,14.0
5,125.42,14.0
5,241.35,14.0
4,37.26,4.0
5,190.88,14.0
3,123.52,12.0
5,163.8,9.0
5,75.17,12.0
3,30.0,14.0
3,253.14,1.0
5,56.01,13.0
3,273.48,16.0
5,52.78,13.0
1,115.92,38.0
1,31.77,4.0
1,143.1,37.0
4,39.79,17.0
5,102.03,7.0
5,269.2,12.0
5,117.94,10.0
5,91.07,10.0
4,137.57,23.0
3,64.23,6.0
4,86.1,15.0
5,409.6,18.0
5,46.84,8.0
3,24.17,5.0
5,117.94,14.0
4,63.51,18.0
3,150.67,14.0
1,192.98,21.0
5,103.06,8.0
3,137.52,9.0
5,25.09,5.0
5,215.86,9.0
1,192.42,2.0
5,50.0,11.0
5,117.85,10.0
5,50.87,10.0
4,144.31,10.0
5,80.73,7.0
5,177.27,14.0
5,573.78,19.0
4,133.06,13.0
5,163.81,7.0
5,159.37,16.0
5,299.18,2.0
5,338.56,7.0
5,27.46,3.0
2,155.14,33.0
5,77.7,7.0
4,148.97,5.0
5,128.87,10.0
5,73.38,4.0
2,62.69,11.0
4,69.9,9.0
2,68.13,9.0
5,77.65,14.0
2,71.03,6.0
5,92.9,11.0
4,186.43,18.0
1,283.62,62.0
4,97.62,11.0
5,117.16,9.0
2,185.64,11.0
1,165.8,44.0
5,319.05,6.0
4,233.0,10.0
5,2017.08,26.0
5,135.05,7.0
5,41.0,16.0
4,48.72,4.0
5,35.18,6.0
5,89.36,7.0
5,149.83,19.0
5,279.3,7.0
5,46.0,5.0
5,101.12,5.0
4,210.18,17.0
1,507.68,32.0
5,56.69,7.0
5,43.52,11.0
5,41.72,5.0
5,55.0,14.0
5,100.33,7.0
1,90.88,15.0
4,154.2,15.0
5,182.91,14.0
4,54.09,17.0
5,138.26,8.0
5,105.39,27.0
5,111.56,5.0
4,94.04,5.0
3,163.06,7.0
5,19.86,10.0
5,46.78,5.0
5,74.5,6.0
5,63.33,7.0
1,25.13,19.0
5,48.45,16.0
1,93.03,18.0
5,72.16,5.0
4,214.0,5.0
3,36.78,2.0
5,163.81,9.0
5,44.09,12.0
4,68.37,6.0
1,87.32,3.0
5,49.39,4.0
5,111.32,9.0
4,135.49,10.0
5,49.65,22.0
5,84.16,7.0
4,64.0,11.0
5,49.4,8.0
5,144.58,7.0
1,248.94,2.0
5,89.74,11.0
5,147.07,5.0
5,92.9,6.0
5,174.86,23.0
4,247.97,7.0
4,102.03,5.0
5,212.8,12.0
5,148.45,9.0
1,73.97999999999999,14.0
5,36.099999999999994,9.0
4,124.81,16.0
1,252.68,43.0
1,52.98,4.0
5,182.11,4.0
1,161.68,24.0
4,63.61,7.0
5,138.94,15.0
5,76.87,5.0
5,303.19,6.0
5,38.09,5.0
5,228.28,11.0
5,78.27,17.0
5,1349.16,15.0
5,131.97,5.0
5,42.38,9.0
5,119.48,4.0
1,136.75,28.0
5,77.1,11.0
3,116.94,9.0
4,69.49,20.0
1,232.17,31.0
5,31.68,9.0
3,60.85,19.0
5,42.58,9.0
5,87.94,12.0
5,92.75,4.0
4,385.86,24.0
5,165.29,10.0
5,73.15,18.0
1,98.51,9.0
3,186.57,13.0
5,150.39,10.0
5,143.06,12.0
5,159.28,3.0
4,63.27,10.0
4,115.81,9.0
5,131.25,7.0
4,139.0,10.0
5,237.68,7.0
5,159.21,11.0
5,1175.58,10.0
4,210.74,13.0
4,84.45,15.0
5,470.73,13.0
5,119.57,3.0
5,104.79,7.0
1,169.87,14.0
5,34.06,12.0
5,173.77,15.0
5,76.08,9.0
5,177.39,10.0
5,97.92,16.0
5,115.81,18.0
4,96.0,6.0
4,165.79,8.0
1,275.45,5.0
2,201.65,28.0
4,336.2,9.0
3,163.44,6.0
5,387.9,10.0
2,75.2,22.0
5,130.23,22.0
5,44.28,2.0
4,55.53,9.0
5,106.87,11.0
5,201.84,8.0
5,135.59,11.0
5,35.0,10.0
4,44.51,6.0
5,86.83,19.0
3,339.54,13.0
4,234.31,5.0
4,21.87,10.0
5,82.98,2.0
4,96.88,29.0
3,113.97,6.0
5,103.23,5.0
5,100.16,17.0
4,201.99,12.0
4,31.88,15.0
5,65.52,10.0
5,45.68,4.0
4,89.7,16.0
3,45.09,18.0
5,62.78,7.0
1,174.72,10.0
5,27.11,5.0
5,42.4,16.0
5,438.51,9.0
5,46.0,9.0
1,38.14,16.0
5,222.89,10.0
4,128.24,25.0
3,344.26,13.0
4,96.88,5.0
4,58.28,2.0
1,335.48,8.0
5,47.59,6.0
5,219.63,14.0
5,82.55,11.0
5,56.5,25.0
5,69.12,14.0
5,24.1,15.0
5,120.29,8.0
5,106.88,9.0
5,37.79,12.0
5,57.09,9.0
5,45.0,8.0
5,155.41,3.0
5,42.18,11.0
1,123.39,27.0
4,90.38,11.0
5,85.73,12.0
3,539.0,16.0
5,77.47,10.0
5,174.07,21.0
5,77.9,19.0
5,77.9,19.0
5,298.77,8.0
5,158.52,9.0
5,126.68,16.0
5,188.71,9.0
1,126.82,5.0
4,33.72,6.0
5,206.91,8.0
1,41.78,45.0
5,101.18,11.0
5,868.93,21.0
5,77.03,3.0
1,106.85,10.0
4,1756.1,10.0
5,65.0,12.0
3,650.63,15.0
4,77.57,14.0
5,234.29,10.0
5,492.53,14.0
4,23.83,8.0
4,58.28,7.0
5,193.83,6.0
2,287.96,4.0
2,259.09000000000003,11.0
5,121.68,3.0
5,34.0,7.0
5,279.27,9.0
1,218.7,3.0
5,75.48,12.0
5,133.76,4.0
4,49.51,13.0
1,50.86,21.0
3,86.64,3.0
5,145.07,10.0
3,292.28,8.0
5,125.53,8.0
5,75.07,15.0
3,67.5,23.0
4,60.75,21.0
5,34.13,11.0
5,194.47,5.0
5,218.51,9.0
5,152.17,2.0
5,84.15,24.0
5,62.01,11.0
4,91.05,8.0
5,71.79,6.0
5,119.48,10.0
5,214.16,17.0
4,125.52,8.0
5,62.01,16.0
2,47.43,5.0
5,72.77,8.0
5,45.3,7.0
5,33.23,12.0
4,66.01,10.0
4,115.45,6.0
5,166.71,6.0
5,45.48,6.0
5,65.71,5.0
3,298.83,6.0
5,84.14,7.0
5,46.33,4.0
4,361.07,26.0
5,25.96,6.0
5,31.34,12.0
1,1138.39,23.0
5,87.52,5.0
4,50.73,9.0
3,70.0,15.0
4,37.82,19.0
4,21.04,2.0
3,111.89,6.0
5,251.09,24.0
4,26.01,14.0
3,320.53,18.0
2,41.13,15.0
2,64.22,10.0
5,186.27,20.0
5,234.59,19.0
5,100.75,10.0
3,227.12,27.0
5,61.75,17.0
5,173.27,16.0
5,132.05,5.0
5,254.61,10.0
4,72.66,9.0
5,203.27,8.0
5,186.82,15.0
5,113.71,9.0
1,200.64,6.0
5,253.08,3.0
5,177.77,13.0
5,121.19,10.0
4,124.52,14.0
3,45.78,18.0
5,103.98,13.0
4,207.27,18.0
5,49.69,7.0
1,111.37,46.0
5,76.37,3.0
5,198.48,1.0
5,133.21,14.0
5,184.11,27.0
5,42.5,1.0
4,92.45,31.0
4,106.23,18.0
5,180.33,14.0
5,514.32,11.0
1,72.75,48.0
5,180.93,11.0
5,117.57,17.0
3,91.45,5.0
5,257.79,6.0
3,156.19,9.0
1,38.62,15.0
5,113.86,4.0
5,100.86,9.0
4,66.32,5.0
5,205.19,16.0
3,262.42,24.0
5,56.34,7.0
5,159.26,11.0
5,48.69,7.0
5,93.48,17.0
5,69.97,8.0
5,80.35,14.0
5,56.78,2.0
2,653.64,21.0
5,48.08,11.0
1,246.36,34.0
1,48.13,24.0
1,33.4,33.0
4,107.46,3.0
5,181.25,13.0
5,83.7,7.0
5,53.42,7.0
5,26.68,6.0
4,52.27,4.0
4,95.1,14.0
1,610.63,32.0
3,72.14,11.0
5,42.51,6.0
5,104.68,9.0
5,126.54,8.0
5,304.16,3.0
5,288.79,4.0
5,205.64,7.0
4,138.5,5.0
5,87.76,5.0
4,33.39,8.0
2,106.31,6.0
4,151.61,17.0
1,29.4,5.0
4,47.69,9.0
5,37.34,6.0
2,39.09,8.0
5,63.1,16.0
5,39.09,15.0
2,28.85,17.0
5,31.79,21.0
5,87.8,8.0
4,158.22,19.0
5,512.19,8.0
5,783.48,7.0
1,104.38,17.0
5,41.05,18.0
4,168.36,26.0
3,50.65,13.0
3,85.14,8.0
4,38.68,6.0
2,44.9,8.0
5,30.299999999999997,10.0
4,110.3,6.0
4,137.75,10.0
5,32.62,7.0
4,310.35,10.0
5,127.92,10.0
5,401.09,9.0
1,65.4,17.0
5,37.77,4.0
5,137.99,11.0
5,268.31,14.0
3,101.5,6.0
5,201.16,16.0
5,58.06,3.0
5,172.33,7.0
5,216.06,7.0
5,180.37,4.0
1,52.38,3.0
1,109.56,6.0
4,40.86,5.0
1,223.69,2.0
5,802.48,12.0
2,197.02,7.0
4,106.16,11.0
3,177.86,14.0
3,64.65,2.0
3,166.58,8.0
5,62.3,12.0
5,106.87,12.0
5,131.41,7.0
1,26.68,27.0
5,88.94,11.0
5,167.7,5.0
1,82.92,13.0
5,112.94,20.0
2,227.32,6.0
5,56.61,16.0
5,107.49,10.0
5,87.64,17.0
5,87.64,17.0
5,71.84,12.0
5,64.75,3.0
5,116.06,9.0
5,35.68,8.0
5,62.69,11.0
5,188.89,11.0
5,47.64,5.0
5,51.61,3.0
4,47.44,2.0
5,30.13,11.0
5,1806.68,13.0
5,44.27,3.0
1,33.17,21.0
4,75.53,17.0
1,107.78,25.0
3,135.59,25.0
5,89.91,12.0
4,163.75,6.0
5,53.68,5.0
4,29.27,6.0
5,77.29,3.0
5,196.01,10.0
5,151.04,6.0
5,356.13,11.0
5,40.0,6.0
1,63.01,11.0
3,27.99,6.0
4,42.59,12.0
5,234.46,5.0
4,121.68,10.0
5,94.76,24.0
5,62.05,3.0
4,101.77,15.0
5,134.36,6.0
3,173.62,17.0
1,114.42,8.0
1,58.88,19.0
5,114.37,9.0
4,67.67,2.0
5,70.43,1.0
5,106.8,20.0
4,103.27,18.0
1,169.16,8.0
3,148.24,16.0
5,67.53,11.0
4,105.28,15.0
5,509.66,17.0
5,41.0,14.0
5,185.8,2.0
3,105.66,8.0
5,68.83,3.0
1,164.34,30.0
5,101.28,13.0
5,71.04,5.0
4,134.68,6.0
5,144.12,28.0
5,25.9,9.0
5,55.0,3.0
5,74.21,6.0
1,89.38,33.0
5,337.54,5.0
5,87.36,9.0
5,72.05,19.0
1,89.93,25.0
5,26.22,8.0
5,312.44,23.0
5,148.91,10.0
5,663.25,15.0
5,101.14,7.0
5,192.89,10.0
3,80.11,14.0
5,149.88,12.0
4,155.98,28.0
3,106.47,13.0
5,947.72,10.0
5,38.01,6.0
4,113.82,14.0
4,172.48,7.0
5,212.12,14.0
5,333.66,8.0
5,119.18,7.0
4,172.92,2.0
5,395.04,19.0
3,521.37,19.0
3,81.12,27.0
5,33.1,8.0
3,115.04,5.0
5,387.76,10.0
5,349.93,11.0
5,199.41,20.0
4,99.43,16.0
5,77.06,21.0
5,27.69,6.0
5,107.72,9.0
5,128.99,11.0
5,101.06,2.0
1,48.68,9.0
5,96.22,7.0
4,176.23,36.0
5,416.54,42.0
5,36.35,23.0
1,192.52,6.0
3,98.03,9.0
5,58.64,2.0
4,305.08,10.0
5,75.53,7.0
5,117.94,14.0
1,543.29,28.0
5,104.87,24.0
4,114.23,24.0
5,75.07,8.0
2,87.83,2.0
5,88.06,5.0
5,47.86,1.0
4,37.61,4.0
3,458.24,12.0
5,31.66,13.0
5,27.85,10.0
5,31.03,6.0
3,96.8,3.0
4,180.21,5.0
5,116.36,4.0
1,64.07,33.0
1,54.13,11.0
5,62.7,12.0
3,155.63,6.0
2,201.05,20.0
2,19.86,3.0
5,27.68,4.0
4,136.54,18.0
5,39.59,16.0
4,167.81,9.0
5,328.76,17.0
2,48.44,7.0
5,150.72,10.0
5,57.27,6.0
5,144.96,15.0
3,300.78,12.0
3,231.27,12.0
3,254.22,3.0
5,38.66,4.0
5,63.27,9.0
4,35.42,6.0
5,83.75,8.0
4,36.78,5.0
3,118.62,8.0
3,57.6,7.0
5,248.71,12.0
5,174.19,10.0
5,82.16,2.0
5,1411.13,21.0
4,79.72,13.0
5,28.2,5.0
4,118.25,10.0
5,134.06,8.0
5,47.39,5.0
5,55.36,3.0
5,42.29,7.0
5,156.64,8.0
4,91.28,5.0
5,165.22,8.0
3,33.62,8.0
4,48.21,14.0
4,184.32,12.0
4,242.02,11.0
5,95.31,14.0
5,53.99,5.0
3,84.98,10.0
3,123.89,24.0
5,4175.26,8.0
5,23.33,6.0
5,105.4,10.0
4,126.33,20.0
2,37.85,2.0
2,238.48,6.0
4,66.23,20.0
5,128.19,5.0
4,135.72,8.0
4,412.52,13.0
5,88.59,21.0
5,41.28,5.0
4,33.75,20.0
5,71.14,10.0
5,35.86,7.0
4,89.88,18.0
5,41.76,8.0
4,220.2,9.0
5,92.87,4.0
5,70.75,6.0
2,116.94,12.0
5,42.69,8.0
4,37.76,6.0
1,1053.84,22.0
5,31.75,15.0
5,68.62,20.0
1,157.3,8.0
5,151.91,7.0
5,336.83,5.0
5,163.89,8.0
4,228.79,12.0
4,54.93,4.0
3,35.0,18.0
5,153.8,6.0
5,185.26,5.0
4,185.61,4.0
5,175.32,19.0
5,118.1,29.0
4,67.63,14.0
5,333.79,5.0
2,197.69,9.0
4,178.43,18.0
5,58.09,12.0
5,864.6,17.0
5,96.01,8.0
5,139.36,6.0
5,103.04,14.0
4,37.0,10.0
2,261.46,13.0
5,71.45,7.0
5,60.09,10.0
5,45.0,7.0
5,74.67,10.0
2,360.38,9.0
5,198.2,11.0
1,140.63,7.0
4,55.68,14.0
5,88.87,8.0
5,232.03,14.0
4,65.35,4.0
5,93.3,10.0
5,1231.29,6.0
5,203.0,15.0
5,148.15,9.0
5,159.42,8.0
5,73.34,4.0
5,244.18,5.0
5,137.93,12.0
5,185.62,8.0
1,381.22,29.0
5,54.0,13.0
3,110.26,18.0
5,682.5,12.0
4,368.11,13.0
5,93.15,9.0
5,110.88,4.0
1,98.85,12.0
5,254.58,52.0
4,58.89,4.0
5,78.64,4.0
4,124.41,14.0
2,125.87,18.0
5,182.59,10.0
4,369.71,6.0
5,259.32,6.0
5,44.24,4.0
4,112.55,2.0
5,185.26,9.0
5,266.75,9.0
3,168.16,10.0
5,241.89,4.0
5,147.0,6.0
5,147.0,6.0
4,83.88,3.0
5,65.42,5.0
5,101.84,17.0
5,21.38,1.0
5,113.62,9.0
3,98.27,3.0
4,48.61,12.0
4,96.22,17.0
1,77.38,12.0
5,134.76,3.0
5,165.48,9.0
5,92.99,9.0
5,57.77,4.0
5,55.74,10.0
4,206.61,6.0
5,330.06,10.0
5,191.65,24.0
5,852.68,9.0
4,157.3,5.0
5,162.99,8.0
3,90.98,16.0
5,106.97,8.0
5,102.03,14.0
5,492.93,10.0
5,70.14,20.0
4,205.4,9.0
5,64.82,11.0
5,95.21,11.0
5,141.32,17.0
5,119.48,12.0
5,79.61,9.0
1,419.89,7.0
5,176.99,8.0
4,224.57,9.0
5,604.62,9.0
1,1644.36,19.0
5,267.41,9.0
2,187.19,33.0
4,68.32,2.0
5,115.16,2.0
5,114.31,2.0
4,159.86,3.0
5,128.48,7.0
3,143.48,13.0
5,38.13,9.0
1,122.37,48.0
5,124.2,4.0
5,43.42,14.0
4,237.91,15.0
4,223.68,17.0
4,27.36,1.0
1,165.7,35.0
5,76.72,3.0
5,153.9,10.0
5,124.52,11.0
5,85.7,9.0
5,178.59,15.0
5,248.86,6.0
4,134.82,12.0
5,37.77,2.0
4,60.22,2.0
5,99.16,5.0
5,51.13,8.0
3,288.46,10.0
4,58.71,3.0
4,65.3,1.0
5,217.36,5.0
4,96.82,5.0
5,29.51,7.0
5,58.78,5.0
5,86.02,7.0
4,73.15,11.0
5,124.09,5.0
5,71.14,15.0
5,179.27,6.0
1,61.77,10.0
5,19.86,12.0
4,42.0,6.0
5,55.69,14.0
4,328.76,7.0
5,187.11,8.0
1,68.22,12.0
1,24.38,25.0
4,161.38,10.0
5,49.44,4.0
5,43.94,6.0
4,261.36,15.0
4,124.84,9.0
5,146.43,6.0
4,243.87,17.0
5,67.05,24.0
4,173.25,14.0
3,72.14,11.0
4,157.51,11.0
4,45.89,8.0
4,169.11,24.0
5,153.26,2.0
4,387.8,13.0
5,145.0,5.0
4,128.9,20.0
5,61.38,7.0
5,415.0,4.0
5,97.67,5.0
3,63.66,7.0
5,33.17,5.0
5,53.48,2.0
5,129.91,11.0
5,35.0,22.0
5,189.97,5.0
5,28.71,6.0
5,104.7,9.0
5,202.98,7.0
5,139.52,14.0
5,117.77,7.0
5,108.83,5.0
4,107.57,8.0
4,344.74,16.0
3,211.60000000000002,40.0
3,95.31,9.0
1,81.76,21.0
4,59.15,3.0
5,601.3,9.0
3,36.35,14.0
3,157.72,13.0
4,72.14,15.0
5,105.99,16.0
5,174.26,6.0
5,43.1,5.0
5,445.94,8.0
5,445.94,8.0
5,62.17,7.0
5,76.02,10.0
3,426.43,19.0
5,1237.28,12.0
3,175.77,23.0
3,224.32,7.0
5,81.05,2.0
5,106.78,10.0
4,79.24,7.0
4,30.29,5.0
4,72.66,8.0
1,1140.82,17.0
5,117.82,9.0
5,100.33,4.0
5,120.09,8.0
5,190.59,13.0
1,129.16,49.0
1,25.03,7.0
4,275.71,8.0
5,68.19,1.0
5,137.98,11.0
5,22.03,5.0
5,217.64,14.0
5,49.69,6.0
3,325.37,14.0
4,368.6,15.0
4,40.13,14.0
1,60.18,46.0
5,148.15,8.0
5,234.08,29.0
5,99.9,12.0
5,72.07,5.0
4,225.03,7.0
5,63.04,26.0
3,23.68,11.0
5,50.62,3.0
5,76.63,22.0
4,148.15,9.0
5,62.65,3.0
4,110.86,9.0
1,135.0,20.0
1,38.13,35.0
5,148.02,3.0
4,126.55,7.0
5,69.24,4.0
5,74.73,6.0
5,32.1,8.0
1,50.62,17.0
3,72.18,6.0
5,74.16,5.0
5,226.22,13.0
5,35.01,9.0
4,89.15,2.0
5,185.63,7.0
3,106.77,10.0
3,106.77,10.0
4,767.29,6.0
5,61.76,3.0
4,93.57,10.0
4,233.45,3.0
4,47.88,10.0
4,456.33,2.0
3,95.31,21.0
1,76.9,50.0
5,92.21,6.0
1,213.89,13.0
5,137.29,4.0
5,92.21,7.0
5,161.51,8.0
5,59.36,6.0
5,195.91,15.0
5,79.29,6.0
5,947.35,20.0
5,34.86,5.0
5,48.73,4.0
1,296.32,26.0
5,139.61,13.0
5,34.35,1.0
5,70.89,5.0
5,321.58,6.0
4,136.1,7.0
5,87.98,24.0
5,109.5,12.0
4,41.68,5.0
1,107.24,23.0
5,70.72,3.0
5,123.24,5.0
5,214.77,8.0
4,79.33,2.0
4,211.89,6.0
5,143.92,5.0
5,215.01,6.0
5,155.95,5.0
5,220.25,4.0
5,220.4,13.0
5,151.86,6.0
5,65.7,43.0
1,85.45,43.0
5,85.24,9.0
5,61.01,8.0
1,106.78,5.0
4,39.09,7.0
5,99.69,4.0
4,136.6,14.0
5,92.64,8.0
5,71.72,1.0
5,21.69,4.0
4,233.7,22.0
5,71.14,21.0
5,287.0,14.0
5,123.89,11.0
5,116.89,21.0
5,30.1,9.0
5,180.51,6.0
5,228.24,14.0
1,112.71,12.0
5,38.01,12.0
4,171.84,9.0
5,109.55,7.0
4,251.09,14.0
4,345.05,10.0
1,991.55,12.0
5,147.15,13.0
5,90.78,37.0
5,69.9,8.0
1,19.64,10.0
5,133.98,6.0
5,27.0,17.0
4,48.7,15.0
3,64.28,17.0
3,80.11,5.0
5,104.4,8.0
3,215.03,12.0
5,143.89,7.0
4,142.65,11.0
5,113.82,7.0
4,174.08,24.0
5,1342.63,3.0
5,216.64,25.0
5,54.47,3.0
5,101.03,25.0
5,58.18,12.0
5,37.86,4.0
2,146.18,43.0
5,620.56,20.0
4,38.22,9.0
5,73.34,12.0
3,77.57,18.0
4,82.06,5.0
5,591.88,16.0
4,27.77,2.0
3,30.7,16.0
5,124.0,15.0
4,44.53,9.0
3,32.09,7.0
5,171.09,17.0
4,234.18,10.0
5,54.55,10.0
4,93.65,15.0
4,40.17,11.0
5,218.55,6.0
5,83.13,27.0
5,96.8,15.0
1,316.01,9.0
1,233.83,6.0
5,118.23,14.0
5,1672.08,17.0
5,62.01,12.0
5,81.98,12.0
5,56.79,17.0
5,80.73,6.0
5,171.0,10.0
5,170.53,19.0
5,37.46,7.0
4,85.73,14.0
5,160.89,7.0
5,56.16,4.0
5,111.09,2.0
1,195.86,4.0
3,136.06,6.0
5,173.13,12.0
1,23.6,13.0
5,169.08,8.0
5,217.06,8.0
4,91.29,11.0
4,64.32,14.0
4,108.2,13.0
5,148.62,3.0
3,68.04,19.0
5,36.43,13.0
5,66.82,13.0
3,154.74,9.0
3,92.06,12.0
5,163.77,10.0
5,137.9,6.0
5,239.32,5.0
3,59.94,10.0
5,27.38,10.0
4,146.18,13.0
5,49.83,29.0
5,41.84,4.0
5,55.13,7.0
5,66.73,4.0
4,175.77,12.0
5,262.24,22.0
5,262.24,22.0
5,110.0,7.0
5,97.72,12.0
5,62.59,8.0
3,28.88,18.0
4,46.95,15.0
1,328.64,27.0
4,48.13,9.0
2,117.94,32.0
5,86.73,6.0
4,126.18,16.0
5,156.33,7.0
5,173.84,17.0
5,135.05,19.0
5,159.14,23.0
3,456.81,17.0
5,184.94,6.0
5,94.72,2.0
4,129.37,6.0
5,524.86,11.0
5,634.83,17.0
5,141.23,25.0
5,72.45,8.0
5,69.33,2.0
5,65.24,13.0
5,303.42,8.0
5,43.09,13.0
5,39.42,14.0
4,63.23,5.0
5,343.07,4.0
5,131.64,2.0
4,102.84,9.0
5,604.3,6.0
5,307.27,1.0
5,133.08,12.0
5,145.73,4.0
4,37.77,7.0
5,152.38,9.0
5,28.19,11.0
5,164.63,6.0
5,135.59,12.0
5,137.53,8.0
5,16.96,11.0
5,113.72,7.0
5,165.56,6.0
5,85.15,9.0
3,27.09,7.0
5,129.55,10.0
4,155.63,10.0
5,37.79,7.0
5,165.8,19.0
5,216.62,7.0
5,104.87,18.0
1,37.53,8.0
5,257.93,7.0
4,150.78,14.0
3,150.89,11.0
5,629.13,20.0
5,39.21,2.0
4,177.83,5.0
3,152.58,8.0
5,178.36,19.0
5,1150.8,12.0
5,76.57,7.0
1,54.01,15.0
2,51.0,8.0
5,329.22,13.0
5,82.03,9.0
5,67.22,16.0
4,70.27,5.0
3,19.26,14.0
2,85.44,7.0
5,54.32,11.0
5,186.92,10.0
1,212.25,16.0
5,127.5,15.0
5,403.62,9.0
1,36.78,1.0
4,31.85,5.0
1,451.23,32.0
5,105.28,4.0
5,184.83,5.0
5,177.59,6.0
3,137.8,9.0
5,151.55,12.0
5,49.36,4.0
5,61.99,7.0
5,137.44,6.0
5,22.59,12.0
5,120.39,11.0
5,98.54,11.0
5,69.54,13.0
5,238.44,13.0
4,317.57,11.0
4,317.57,11.0
1,329.98,3.0
5,111.35,5.0
5,371.32,10.0
3,56.78,3.0
5,42.4,10.0
5,57.8,16.0
3,57.8,16.0
5,117.38,21.0
4,94.78,13.0
5,144.13,4.0
4,135.59,12.0
5,209.08,2.0
1,99.9,43.0
5,193.02,19.0
5,124.9,14.0
5,108.36,2.0
4,369.6,13.0
4,178.27,12.0
5,86.67,16.0
5,35.09,12.0
4,95.21,11.0
5,114.13,6.0
5,92.1,8.0
5,67.27,9.0
5,712.05,3.0
5,247.36,5.0
2,316.14,17.0
5,321.91,43.0
5,237.59,12.0
5,243.11,11.0
5,102.96,10.0
4,68.02,17.0
4,37.77,3.0
5,73.77,11.0
5,292.53,5.0
3,42.47,4.0
5,268.48,13.0
5,55.79,6.0
3,172.34,15.0
5,219.54,7.0
5,26.68,3.0
5,143.78,10.0
1,96.8,9.0
5,61.58,11.0
1,65.69,10.0
5,112.2,21.0
5,131.88,8.0
5,241.23,14.0
1,96.8,7.0
3,193.57,25.0
5,102.66,13.0
5,210.99,8.0
5,119.18,2.0
2,242.68,21.0
4,154.67,11.0
4,96.61,17.0
5,216.64,8.0
1,53.05,19.0
1,34.78,9.0
4,30.71,20.0
3,102.03,7.0
5,83.5,7.0
3,154.19,25.0
5,2844.96,13.0
5,36.05,19.0
5,170.53,16.0
5,1388.43,3.0
5,68.28,4.0
5,279.20000000000005,18.0
4,162.24,3.0
2,461.94,21.0
1,126.24,32.0
5,194.12,1.0
1,1037.79,24.0
3,83.22,14.0
5,44.83,9.0
4,270.61,7.0
5,69.9,4.0
5,47.63,14.0
5,116.94,20.0
5,271.32,10.0
5,102.4,1.0
5,219.06,8.0
5,98.33,11.0
5,62.7,12.0
5,66.47,18.0
5,273.88,13.0
5,26.5,12.0
4,51.23,6.0
5,148.89,6.0
5,57.65,7.0
5,79.05,16.0
5,827.32,12.0
5,134.32,5.0
5,377.07,8.0
5,287.0,9.0
1,36.7,32.0
5,40.97,2.0
5,70.14,14.0
5,38.59,14.0
4,196.01,39.0
5,97.03,9.0
5,39.28,2.0
5,87.45,15.0
5,276.59,9.0
1,36.94,5.0
5,38.53,16.0
5,102.98,17.0
1,214.19,14.0
4,45.43,10.0
3,183.43,11.0
5,46.29,8.0
5,126.92,14.0
3,376.85,3.0
5,152.31,11.0
5,171.61,8.0
5,63.54,4.0
5,91.99,13.0
4,66.01,12.0
5,23.83,6.0
5,50.72,10.0
5,123.56,15.0
3,182.6,12.0
5,189.37,13.0
4,169.62,12.0
5,225.71,20.0
5,23.35,5.0
5,106.95,2.0
5,82.88,11.0
5,29.71,5.0
5,32.38,9.0
5,38.23,6.0
5,58.22,11.0
3,67.52,3.0
4,180.45,6.0
1,169.02,78.0
4,68.61,18.0
5,158.8,7.0
1,142.06,18.0
5,214.27,19.0
4,79.56,14.0
1,186.62,18.0
5,36.78,4.0
5,37.61,5.0
4,24.39,3.0
4,213.55,18.0
5,198.12,13.0
1,27.38,4.0
5,62.8,4.0
5,85.94,11.0
5,39.1,8.0
5,82.9,10.0
5,102.64,13.0
5,292.63,12.0
5,125.69,18.0
5,68.55,9.0
5,53.0,10.0
5,146.43,19.0
1,88.2,8.0
5,286.9,3.0
5,150.72,7.0
5,168.36,11.0
5,240.12,14.0
5,27.75,21.0
5,31.79,6.0
5,470.73,16.0
3,183.53,6.0
5,89.17,14.0
5,188.94,2.0
4,237.43,13.0
5,76.95,3.0
4,113.0,1.0
4,740.03,23.0
3,57.11,2.0
3,235.69,34.0
5,67.62,17.0
3,75.98,14.0
2,58.22,20.0
5,144.66,10.0
5,153.9,5.0
4,177.58,21.0
5,24.1,23.0
5,87.76,1.0
5,356.51,38.0
3,57.6,18.0
5,28.08,16.0
5,36.02,13.0
4,178.27,21.0
5,73.34,6.0
3,21.43,2.0
5,78.76,3.0
5,57.6,3.0
4,93.12,18.0
4,273.54,22.0
5,58.79,1.0
3,40.09,12.0
5,92.1,16.0
4,115.35000000000001,10.0
5,43.63,8.0
4,130.56,7.0
5,140.88,24.0
5,157.79,16.0
5,671.31,21.0
5,237.07,6.0
4,47.83,10.0
5,230.41,27.0
4,111.19999999999999,14.0
4,140.75,24.0
4,115.45,21.0
4,31.38,13.0
4,50.19,8.0
5,50.69,18.0
5,79.64,4.0
1,88.72,36.0
4,140.69,15.0
1,141.74,20.0
1,94.31,18.0
5,55.62,22.0
5,51.6,11.0
1,188.34,14.0
5,39.95,19.0
5,81.89,5.0
5,76.27,7.0
5,252.09,4.0
1,657.92,7.0
5,58.61,3.0
5,64.05,15.0
